,content,engine,positions,pretty_url,pubdate,score,title,url,searchvalue,searchquery,ResponseCategory,country,contentDate,Date
114,Germany Switzerland S. Korea France USA Spain China Iran Italy 0 10 20 30 ... France closes bars and restaurants... but election goes ahead.,startpage,[5],https://www.euronews.com/2020/03/09/co[...]omes-most-affected-country-after-china,2020-03-14 00:00:00,0.2,Coronavirus: Spain declares state of emergency as France shuts ...,https://www.euronews.com/2020/03/09/coronavirus-italy-becomes-most-affected-country-after-china,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,Germany Switzerland S. Korea France USA Spain China Iran Italy 0 10 20 30 France closes bars and restaurants... but election goes ahead.,2020-03-14 00:00:00
115,17 Mar 2020 ...,startpage,[6],https://www.bbc.com/news/world-europe-51918596,,0.16666666666666666,Europe plans full border closure in virus battle,https://www.bbc.com/news/world-europe-51918596,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,2020-03-17,2020-03-17 00:00:00
116,16 Mar 2020 ...,startpage,[7],https://www.bbc.com/news/world-europe-51905129,,0.14285714285714285,Germany closes borders to try to slow virus,https://www.bbc.com/news/world-europe-51905129,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,2020-03-16,2020-03-16 00:00:00
117,"Coronavirus - Denmark closes border - tourists banned ... If you are headed to Germany for now you will encounter little in the way of travel ... It has already shut schools, bars, cafes, shopping malls, theatres, cinemas, ...",startpage,[8],https://www.forbes.com/sites/tamarathi[...]avirus-europe-closes-borders-tourists/,2020-03-14 00:00:00,0.125,Coronavirus: Some Of These 24 European Countries Have Closed ...,https://www.forbes.com/sites/tamarathiessen/2020/03/14/coronavirus-europe-closes-borders-tourists/,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,"Coronavirus - Denmark closes border - tourists banned If you are headed to Germany for now you will encounter little in the way of travel It has already shut schools, bars, cafes, shopping malls, theatres, cinemas,",2020-03-14 00:00:00
118,12 Mar 2020 ...,startpage,[9],https://www.theguardian.com/world/2020[...]ontainment-measures-vary-across-europe,,0.1111111111111111,How do coronavirus containment measures vary across Europe?,https://www.theguardian.com/world/2020/mar/12/how-do-coronavirus-containment-measures-vary-across-europe,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,2020-03-12,2020-03-12 00:00:00
119,"People stand in front of a closed cinema as the city are to close all bars, clubs, cinemas, theatres and concert halls with immediate effect as ...",startpage,[10],https://www.usnews.com/news/world/arti[...]italy-switzerland-austria-germany-says,2020-03-14 00:00:00,0.1,"Berlin Joins Cologne in Closing Bars, Clubs as Germany Toughens ...",https://www.usnews.com/news/world/articles/2020-03-14/self-isolate-if-youre-returning-from-italy-switzerland-austria-germany-says,closed+bars+restaurants,germany+closed+bars+restaurants,restaurants,germany,"People stand in front of a closed cinema as the city are to close all bars, clubs, cinemas, theatres and concert halls with immediate effect as",2020-03-14 00:00:00
120,Personal Liability Advice; Advisory/Restructuring Services. OPTIONS FOR DISSOLVING/WINDING UP A GERMAN COMPANY? VOLUNTARY CLOSURE OF ...,startpage,[1],https://www.closeaeuropeancompany.com/germany/,,1.0,How To Close A Company In Germany - Close a European Company,https://www.closeaeuropeancompany.com/germany/,Business+close,germany+Business+close,Business,germany,Personal Liability Advice; Advisory/Restructuring Services. OPTIONS FOR DISSOLVING/WINDING UP A GERMAN COMPANY? VOLUNTARY CLOSURE OF,
121,"The closures in Germany will include restaurants, bars, clubs, theaters ... 12:48 Stena Line, a Swedish ferry company, said it will cut 950 jobs in ...",startpage,[2],https://www.dw.com/en/coronavirus-late[...]-shops-bars-and-restaurants/a-52788195,2020-03-16 00:00:00,0.5,"Coronavirus latest: Germany to close all non-essential shops, bars ...",https://www.dw.com/en/coronavirus-latest-germany-to-close-all-non-essential-shops-bars-and-restaurants/a-52788195,Business+close,germany+Business+close,Business,germany,"The closures in Germany will include restaurants, bars, clubs, theaters 12:48 Stena Line, a Swedish ferry company, said it will cut 950 jobs in",2020-03-16 00:00:00
122,16 Mar 2020 ...,startpage,[3],https://www.dailymail.co.uk/news/artic[...]s-new-rules-close-essential-shops.html,,0.3333333333333333,Coronavirus Germany: All but banks and essential shops closed,https://www.dailymail.co.uk/news/article-8117883/Germany-agrees-new-rules-close-essential-shops.html,Business+close,germany+Business+close,Business,germany,2020-03-16,2020-03-16 00:00:00
123,"Organizations in this hub have their headquarters located in Germany, Europe; notable events and people located in Germany are also included. This list of ...",startpage,[4],https://www.crunchbase.com/hub/closed-germany-companies,,0.25,List of top Closed Germany Companies | Crunchbase,https://www.crunchbase.com/hub/closed-germany-companies,Business+close,germany+Business+close,Business,germany,"Organizations in this hub have their headquarters located in Germany, Europe; notable events and people located in Germany are also included. This list of",
124,6 days ago ...,startpage,[5],https://www.businessoffashion.com/arti[...]rs-plead-for-state-aid-as-stores-close,,0.2,German Retailers Plead for State Aid as Stores Close,https://www.businessoffashion.com/articles/news-analysis/german-retailers-plead-for-state-aid-as-stores-close,Business+close,germany+Business+close,Business,germany,2020-03-20,2020-03-20 00:00:00
125,"Find out about the opening and closing times and days of companies, banks and public administration offices : See the list of bank holidays, times when ...",startpage,[6],https://www.nordeatrade.com/en/explore-new-market/germany/opening-hours,,0.16666666666666666,Opening hours and bank holidays in Germany - Business ...,https://www.nordeatrade.com/en/explore-new-market/germany/opening-hours,Business+close,germany+Business+close,Business,germany,"Find out about the opening and closing times and days of companies, banks and public administration offices : See the list of bank holidays, times when",
126,"Throughout the year, apart from Festivals, businesses are open at the following hours: Offices: Mondays to Fridays: 09:00 - 18:00 (with a 1 hour lunch break)",startpage,[7],http://www.worldwide-tax.com/germany/gerbusiness.asp,,0.14285714285714285,Germany Business Opening Hours - The WorldWide-Tax.Com,http://www.worldwide-tax.com/germany/gerbusiness.asp,Business+close,germany+Business+close,Business,germany,"Throughout the year, apart from Festivals, businesses are open at the following hours: Offices: Mondays to Fridays: 09:00 - 18:00 (with a 1 hour lunch break)",
127,Germany's manufacturing slump is dragging the economy closer to ... Business expectations in Europe's largest economy fell to the lowest in a ...,startpage,[8],https://www.bloomberg.com/news/article[...]t-stabilizes-but-expectations-are-dire,2019-09-24 00:00:00,0.125,Manufacturing Slump Drags Germany Ever Closer to a Recession ...,https://www.bloomberg.com/news/articles/2019-09-24/german-business-sentiment-stabilizes-but-expectations-are-dire,Business+close,germany+Business+close,Business,germany,Germany's manufacturing slump is dragging the economy closer to Business expectations in Europe's largest economy fell to the lowest in a,2019-09-24 00:00:00
128,"Many shops and businesses are also closed on Carnival Rose Monday (Cologne and Rhine region), Christmas Eve and New Year's Eve although these are not ...",startpage,[9],https://businessculture.org/western-eu[...]-germany/work-life-balance-in-germany/,,0.1111111111111111,Work life balance in Germany: national holidays and working hours,https://businessculture.org/western-europe/business-culture-in-germany/work-life-balance-in-germany/,Business+close,germany+Business+close,Business,germany,"Many shops and businesses are also closed on Carnival Rose Monday (Cologne and Rhine region), Christmas Eve and New Year's Eve although these are not",
129,German business culture. Did you know about business culture in Germany? Watch this video animation to find out some interesting facts: Business Culture in ...,startpage,[10],https://businessculture.org/western-europe/business-culture-in-germany/,,0.1,"Business culture in Germany: international business, xenophobia ...",https://businessculture.org/western-europe/business-culture-in-germany/,Business+close,germany+Business+close,Business,germany,German business culture. Did you know about business culture in Germany? Watch this video animation to find out some interesting facts: Business Culture in,
130,"14 hours ago ... German Business Outlook Collapses With Economy Largely Shut Down. By. Piotr Skolimowski. March 25, 2020, 2:08 AM PDT.",startpage,[1],https://www.bloomberg.com/news/article[...]llapses-with-economy-largely-shut-down,,1.0,German Business Outlook Collapses With Economy Largely Shut ...,https://www.bloomberg.com/news/articles/2020-03-25/german-business-outlook-collapses-with-economy-largely-shut-down,Business+shut+down,germany+Business+shut+down,Business,germany,2020-03-25,2020-03-25 00:00:00
131,"As restaurants and other services shut down on Monday, the government ... Bridging loans for small businesses, huge health spend boost.",startpage,[2],https://www.dw.com/en/coronavirus-germ[...]-costs-of-economic-shutdown/a-52890813,2020-03-24 00:36:52,0.5,Coronavirus: Germany counts costs of economic shutdown | DW ...,https://www.dw.com/en/coronavirus-germany-counts-costs-of-economic-shutdown/a-52890813,Business+shut+down,germany+Business+shut+down,Business,germany,"As restaurants and other services shut down on Monday, the government Bridging loans for small businesses, huge health spend boost.",2020-03-24 00:36:52
132,"Increasingly in Germany, businesses have been encouraging employees to stay away from the office, with a recent poll of more than 700 ...",startpage,[3],https://www.dw.com/en/coronavirus-begi[...]-public-life-across-germany/a-52743358,2020-03-12 00:00:00,0.3333333333333333,Coronavirus begins shutting down public life across Germany | DW ...,https://www.dw.com/en/coronavirus-begins-shutting-down-public-life-across-germany/a-52743358,Business+shut+down,germany+Business+shut+down,Business,germany,"Increasingly in Germany, businesses have been encouraging employees to stay away from the office, with a recent poll of more than 700",2020-03-12 00:00:00
133,"The German government and the federal states have agreed to severe ... Also excluded from mandatory closure are retail outlets for groceries and ... For those businesses, the current ban on Sunday openings would also be ...",startpage,[4],https://www.spiegel.de/international/g[...]a-093655fd-386f-40b6-af01-e24a8cb02f6a,2020-03-16 00:00:00,0.25,Drastic Measures: Germany Moves To Shut Down Most of Public Life,https://www.spiegel.de/international/germany/germany-moves-to-shut-down-most-of-public-life-a-093655fd-386f-40b6-af01-e24a8cb02f6a,Business+shut+down,germany+Business+shut+down,Business,germany,"The German government and the federal states have agreed to severe Also excluded from mandatory closure are retail outlets for groceries and For those businesses, the current ban on Sunday openings would also be",2020-03-16 00:00:00
134,"Merkel laid out a list of all the types of businesses, venues, events, and gatherings that would be forbidden in all of Germany's 16 states, after ...",startpage,[5],https://uk.finance.yahoo.com/news/merk[...]slow-coronavirus-spread-173908708.html,2020-03-16 00:00:00,0.2,Coronavirus: Merkel announces Germany shutdown of all but ...,https://uk.finance.yahoo.com/news/merkel-announces-sweeping-shutdown-of-all-but-essential-shops-to-slow-coronavirus-spread-173908708.html,Business+shut+down,germany+Business+shut+down,Business,germany,"Merkel laid out a list of all the types of businesses, venues, events, and gatherings that would be forbidden in all of Germany's 16 states, after",2020-03-16 00:00:00
135,15 Mar 2020 ...,startpage,[6],https://www.politico.eu/article/german[...]artially-close-borders-with-neighbors/,,0.16666666666666666,Germany to partially close borders with neighbors,https://www.politico.eu/article/germany-to-partially-close-borders-with-neighbors/,Business+shut+down,germany+Business+shut+down,Business,germany,2020-03-15,2020-03-15 00:00:00
136,"14 hours ago ... BC-German-Business-Outlook-Collapses-With-Economy-Largely-Shut-Down , Piotr Skolimowski. (Bloomberg) --. German business confidence ...",startpage,[7],https://www.bnnbloomberg.ca/german-bus[...]th-economy-largely-shut-down-1.1411953,,0.14285714285714285,German Business Outlook Collapses With Economy Largely Shut ...,https://www.bnnbloomberg.ca/german-business-outlook-collapses-with-economy-largely-shut-down-1.1411953,Business+shut+down,germany+Business+shut+down,Business,germany,2020-03-25,2020-03-25 00:00:00
137,The automaker will shut down plants in Germany and Romania after halting production at a factory in Spain after three COVID-19 cases emerged.,startpage,[8],https://www.businessinsider.com/corona[...]-factories-europe-amid-outbreak-2020-3,,0.125,Coronavirus: Ford shutting down factories Europe ... - Business Insider,https://www.businessinsider.com/coronavirus-ford-shutting-down-factories-europe-amid-outbreak-2020-3,Business+shut+down,germany+Business+shut+down,Business,germany,The automaker will shut down plants in Germany and Romania after halting production at a factory in Spain after three COVID-19 cases emerged.,
138,14 hours ago ...,startpage,[9],https://www.irishtimes.com/business/ec[...]s-year-depending-on-shutdown-1.4211737,,0.1111111111111111,German economy could contract by 5%-20% this year depending on ...,https://www.irishtimes.com/business/economy/german-economy-could-contract-by-5-20-this-year-depending-on-shutdown-1.4211737,Business+shut+down,germany+Business+shut+down,Business,germany,2020-03-25,2020-03-25 00:00:00
139,16 Mar 2020 ...,startpage,[10],https://www.bbc.com/news/world-europe-51905129,,0.1,Germany closes borders to try to slow virus,https://www.bbc.com/news/world-europe-51905129,Business+shut+down,germany+Business+shut+down,Business,germany,2020-03-16,2020-03-16 00:00:00
140,"BERLIN — Germany on Sunday barred groups of more than two people from gathering, except for families, and Chancellor Angela Merkel later ...",startpage,[1],https://www.nytimes.com/2020/03/22/wor[...]europe/germany-coronavirus-budget.html,2020-03-23 00:36:53,1.0,Germany Bans Groups of More Than 2 to Stop Coronavirus as ...,https://www.nytimes.com/2020/03/22/world/europe/germany-coronavirus-budget.html,groups+banned,germany+groups+banned,groups,germany,"BERLIN — Germany on Sunday barred groups of more than two people from gathering, except for families, and Chancellor Angela Merkel later",2020-03-23 00:36:53
141,3 days ago ...,startpage,[2],https://www.bbc.com/news/world-europe-51999080,,0.5,Germany bans groups of more than two to curb virus,https://www.bbc.com/news/world-europe-51999080,groups+banned,germany+groups+banned,groups,germany,2020-03-23,2020-03-23 00:00:00
142,6 days ago ...,startpage,[3],https://www.theguardian.com/world/2020[...]ght-group-reichsburger-after-state-ban,,0.3333333333333333,German police arrest members of far-right group after state ban,https://www.theguardian.com/world/2020/mar/19/german-police-arrest-members-of-far-right-group-reichsburger-after-state-ban,groups+banned,germany+groups+banned,groups,germany,2020-03-20,2020-03-20 00:00:00
143,"Germany announces drastic new social distance ban, as Angela Merkel placed in ... In Germany, groups of 3 or more will be banned. Credit: ...",startpage,[4],https://7news.com.au/lifestyle/healthm[...]a-merkel-placed-in-quarantine-c-758239,2020-03-24 00:36:53,0.25,Coronavirus latest Germany announces drastic new social distance ...,https://7news.com.au/lifestyle/healthmedicine/germany-announces-drastic-new-social-distance-ban-as-angela-merkel-placed-in-quarantine-c-758239,groups+banned,germany+groups+banned,groups,germany,"Germany announces drastic new social distance ban, as Angela Merkel placed in In Germany, groups of 3 or more will be banned. Credit:",2020-03-24 00:36:53
144,"The far-right in Germany quickly re-organised itself after the fall of Nazi Germany and the ... Most parties only lasted a few years before either dissolving or being banned, and explicitly far-right parties have never gained seats in the ... In four decades of the former East Germany, 17 people were murdered by far right groups.",startpage,[5],https://en.wikipedia.org/wiki/Far-righ[...]tics_in_Germany_(1945%E2%80%93present),,0.2,Far-right politics in Germany (1945–present) - Wikipedia,https://en.wikipedia.org/wiki/Far-right_politics_in_Germany_(1945%E2%80%93present),groups+banned,germany+groups+banned,groups,germany,"The far-right in Germany quickly re-organised itself after the fall of Nazi Germany and the Most parties only lasted a few years before either dissolving or being banned, and explicitly far-right parties have never gained seats in the In four decades of the former East Germany, 17 people were murdered by far right groups.",
145,"Pages in category ""Banned political parties in Germany"". The following 10 pages are in this category, out of 10 total. This list may not reflect recent changes ...",startpage,[6],https://en.wikipedia.org/wiki/Category:Banned_political_parties_in_Germany,,0.16666666666666666,Category:Banned political parties in Germany - Wikipedia,https://en.wikipedia.org/wiki/Category:Banned_political_parties_in_Germany,groups+banned,germany+groups+banned,groups,germany,"Pages in category ""Banned political parties in Germany"". The following 10 pages are in this category, out of 10 total. This list may not reflect recent changes",
146,Poll Results. Germany has banned groups of more than two people. Should Canada follow suit? Yes 393 votes 66.16 %. No 163 votes 27.44 %.,startpage,[7],https://www.baytoday.ca/polls/germany-[...]people-should-canada-follow-suit-15656,2020-03-24 00:36:53,0.14285714285714285,Germany has banned groups of more than two people. Should ...,https://www.baytoday.ca/polls/germany-has-banned-groups-of-more-than-two-people-should-canada-follow-suit-15656,groups+banned,germany+groups+banned,groups,germany,Poll Results. Germany has banned groups of more than two people. Should Canada follow suit? Yes 393 votes 66.16 %. No 163 votes 27.44 %.,2020-03-24 00:36:53
147,"Germany banned a far-right group on Thursday and police in 10 states raided the homes of 21 of its most senior members, the interior minister ...",startpage,[8],https://www.reuters.com/article/us-ger[...]roup-raids-leaders-homes-idUSKBN21616Q,2020-03-20 00:36:53,0.125,"Germany bans far-right group, raids leaders' homes - Reuters",https://www.reuters.com/article/us-germany-farright-crackdown/germany-bans-far-right-group-raids-leaders-homes-idUSKBN21616Q,groups+banned,germany+groups+banned,groups,germany,"Germany banned a far-right group on Thursday and police in 10 states raided the homes of 21 of its most senior members, the interior minister",2020-03-20 00:36:53
148,23 Jan 2020 ...,startpage,[9],https://www.politico.eu/article/german[...]eehofer-bans-neo-nazi-group-combat-18/,,0.1111111111111111,Germany bans neo-Nazi group,https://www.politico.eu/article/germany-horst-seehofer-bans-neo-nazi-group-combat-18/,groups+banned,germany+groups+banned,groups,germany,2020-01-23,2020-01-23 00:00:00
149,8 Mar 2020 ...,startpage,[10],https://www.politico.eu/article/german[...]1000-people-as-coronavirus-cases-rise/,,0.1,German minister calls for ban on events with over 1000 people as ...,https://www.politico.eu/article/german-minister-calls-for-ban-on-events-with-over-1000-people-as-coronavirus-cases-rise/,groups+banned,germany+groups+banned,groups,germany,2020-03-08,2020-03-08 00:00:00
150,3 days ago ...,startpage,[1],https://www.independent.co.uk/news/wor[...]ss-conference-latest-450-a9417036.html,,1.0,Coronavirus: Germany bans gatherings of more than two people,https://www.independent.co.uk/news/world/europe/germany-coronavirus-ban-gathering-merkel-speech-press-conference-latest-450-a9417036.html,gathering+people,germany+gathering+people,groups,germany,2020-03-23,2020-03-23 00:00:00
151,"The German government is banning public gatherings of more than two people to help prevent the spread of the coronavirus outbreak, ...",startpage,[2],https://www.axios.com/germany-bans-pub[...]ecec7-b9e3-484c-9312-bce0cb2ec932.html,2020-03-23 00:36:54,0.5,Germany bans public gatherings of more than 2 people - Axios,https://www.axios.com/germany-bans-public-gathering-coronavirus-e54ecec7-b9e3-484c-9312-bce0cb2ec932.html,gathering+people,germany+gathering+people,groups,germany,"The German government is banning public gatherings of more than two people to help prevent the spread of the coronavirus outbreak,",2020-03-23 00:36:54
152,"BERLIN — Germany on Sunday barred groups of more than two people from gathering, except for families, and Chancellor Angela Merkel later ...",startpage,[3],https://www.nytimes.com/2020/03/22/wor[...]europe/germany-coronavirus-budget.html,2020-03-23 00:36:54,0.3333333333333333,Germany Bans Groups of More Than 2 to Stop Coronavirus as ...,https://www.nytimes.com/2020/03/22/world/europe/germany-coronavirus-budget.html,gathering+people,germany+gathering+people,groups,germany,"BERLIN — Germany on Sunday barred groups of more than two people from gathering, except for families, and Chancellor Angela Merkel later",2020-03-23 00:36:54
153,"Gatherings of more than two people will be banned in Germany, Chancellor Angela Merkel said on Sunday, as Europe's biggest economy ...",startpage,[4],https://www.ndtv.com/world-news/corona[...]any-to-contain-covid-19-spread-2198928,2020-03-24 00:36:54,0.25,Gathering Of More Than 2 Banned In Germany To Contain ... - NDTV,https://www.ndtv.com/world-news/coronavirus-outbreak-gathering-of-more-than-2-banned-in-germany-to-contain-covid-19-spread-2198928,gathering+people,germany+gathering+people,groups,germany,"Gatherings of more than two people will be banned in Germany, Chancellor Angela Merkel said on Sunday, as Europe's biggest economy",2020-03-24 00:36:54
154,"On March 22, Germany's Chancellor Angela Merkel banned gatherings of more than two people with exceptions amid the growing coronavirus ...",startpage,[5],https://www.republicworld.com/world-ne[...]gathering-of-more-than-two-people.html,2020-03-24 00:36:54,0.2,Germany bans gatherings of more than two people to curb ...,https://www.republicworld.com/world-news/rest-of-the-world-news/germany-bans-gathering-of-more-than-two-people.html,gathering+people,germany+gathering+people,groups,germany,"On March 22, Germany's Chancellor Angela Merkel banned gatherings of more than two people with exceptions amid the growing coronavirus",2020-03-24 00:36:54
155,3 Mar 2020 ...,startpage,[6],https://www.thelocal.de/20200303/whats[...]-in-germany-and-what-do-i-need-to-know,,0.16666666666666666,What's the latest on coronavirus in Germany and what do I need to ...,https://www.thelocal.de/20200303/whats-the-latest-on-coronavirus-in-germany-and-what-do-i-need-to-know,gathering+people,germany+gathering+people,groups,germany,2020-03-03,2020-03-03 00:00:00
156,12 Mar 2020 ...,startpage,[7],https://www.thelocal.de/20200312/coron[...]-be-avoided-where-possible-says-merkel,,0.14285714285714285,Merkel calls for social contact 'to be avoided where possible',https://www.thelocal.de/20200312/coronavirus-social-contact-must-be-avoided-where-possible-says-merkel,gathering+people,germany+gathering+people,groups,germany,2020-03-12,2020-03-12 00:00:00
157,8 Mar 2020 ...,startpage,[8],https://www.politico.eu/article/german[...]1000-people-as-coronavirus-cases-rise/,,0.125,German minister calls for ban on events with over 1000 people as ...,https://www.politico.eu/article/german-minister-calls-for-ban-on-events-with-over-1000-people-as-coronavirus-cases-rise/,gathering+people,germany+gathering+people,groups,germany,2020-03-08,2020-03-08 00:00:00
158,"German Chancellor Angela Merkel has declared a ban on gatherings of more than two people in the country, Politico reported. The declaration ...",startpage,[9],https://mothership.sg/2020/03/germany-2-people-gathering-ban/,2020-03-24 00:36:54,0.1111111111111111,Covid-19: Germany bans gatherings of more than 2 people in public ...,https://mothership.sg/2020/03/germany-2-people-gathering-ban/,gathering+people,germany+gathering+people,groups,germany,"German Chancellor Angela Merkel has declared a ban on gatherings of more than two people in the country, Politico reported. The declaration",2020-03-24 00:36:54
159,"Germany has imposed a public gathering restriction of not more than two people on its citizens, marking yet another stringent step in the fight to ...",startpage,[10],https://www.premiumtimesng.com/news/to[...]gathering-of-more-than-two-people.html,2020-03-23 00:36:54,0.1,Coronavirus: Germany bans gathering of more than two people,https://www.premiumtimesng.com/news/top-news/383255-coronavirus-germany-bans-gathering-of-more-than-two-people.html,gathering+people,germany+gathering+people,groups,germany,"Germany has imposed a public gathering restriction of not more than two people on its citizens, marking yet another stringent step in the fight to",2020-03-23 00:36:54
160,3 days ago ...,startpage,[1],https://www.bbc.com/news/world-europe-51999080,,1.0,Germany bans groups of more than two to curb virus,https://www.bbc.com/news/world-europe-51999080,people+restrictions,germany+people+restrictions,groups,germany,2020-03-23,2020-03-23 00:00:00
161,Coronavirus: Germany bans groups of more than two people. German Chancellor Angela Merkel announced on Sunday a nine-point plan to be ...,startpage,[2],https://www.dw.com/en/what-are-germany[...]rus-social-distancing-rules/a-52881742,2020-03-23 00:36:56,0.5,What are Germany's new coronavirus social distancing rules? | DW ...,https://www.dw.com/en/what-are-germanys-new-coronavirus-social-distancing-rules/a-52881742,people+restrictions,germany+people+restrictions,groups,germany,Coronavirus: Germany bans groups of more than two people. German Chancellor Angela Merkel announced on Sunday a nine-point plan to be,2020-03-23 00:36:56
162,Has Germany imposed a total curfew? No. But more than two people can't be outside together unless they're part of the same household. Going ...,startpage,[3],https://www.spiegel.de/international/g[...]a-fe5a067b-ee7a-4521-9940-edfa637f90de,2020-03-24 00:36:56,0.3333333333333333,Can I Still Go Outside?: An Overview of the Updated Restrictions on ...,https://www.spiegel.de/international/germany/germany-imposes-tougher-restrictions-on-public-life-a-fe5a067b-ee7a-4521-9940-edfa637f90de,people+restrictions,germany+people+restrictions,groups,germany,Has Germany imposed a total curfew? No. But more than two people can't be outside together unless they're part of the same household. Going,2020-03-24 00:36:56
163,3 days ago ...,startpage,[4],https://www.politico.eu/article/merkel[...]ore-than-2-people-to-slow-coronavirus/,,0.25,Merkel bans meetings of more than 2 people to slow coronavirus,https://www.politico.eu/article/merkel-bans-meetings-of-more-than-2-people-to-slow-coronavirus/,people+restrictions,germany+people+restrictions,groups,germany,2020-03-23,2020-03-23 00:00:00
164,"“No one wants to stand before the people and discuss such rules,” she told reporters in Berlin. “We are in a really tough situation.” Europe is also ...",startpage,[5],https://www.bloomberg.com/news/article[...]es-of-more-than-two-people-dpa-reports,2020-03-23 00:36:56,0.2,Germany Coronavirus News: Deutschland Aktuelle Virus ...,https://www.bloomberg.com/news/articles/2020-03-22/germany-to-ban-assemblies-of-more-than-two-people-dpa-reports,people+restrictions,germany+people+restrictions,groups,germany,"“No one wants to stand before the people and discuss such rules,” she told reporters in Berlin. “We are in a really tough situation.” Europe is also",2020-03-23 00:36:56
165,2 days ago ...,startpage,[6],https://www.thelocal.de/20200323/you-m[...]coronavirus-restrictions-on-daily-life,,0.16666666666666666,'You must carry ID': Berlin orders strict coronavirus restrictions on ...,https://www.thelocal.de/20200323/you-must-carry-id-berlin-orders-strict-coronavirus-restrictions-on-daily-life,people+restrictions,germany+people+restrictions,groups,germany,2020-03-24,2020-03-24 00:00:00
166,,startpage,[7],https://www.thelocal.de/galleries/life[...]p-ten-weird-german-laws-the-local-list,,0.14285714285714285,Top ten weird German rules and laws The Local,https://www.thelocal.de/galleries/lifestyle/top-ten-weird-german-laws-the-local-list,people+restrictions,germany+people+restrictions,groups,germany,,
167,Travelers should be prepared for the possibility that additional travel restrictions will be implemented with little or no advance notice. The most ...,startpage,[8],https://de.usembassy.gov/covid-19-information/,2020-03-24 00:36:56,0.125,COVID-19 Information | U.S. Embassy & Consulates in Germany,https://de.usembassy.gov/covid-19-information/,people+restrictions,germany+people+restrictions,groups,germany,Travelers should be prepared for the possibility that additional travel restrictions will be implemented with little or no advance notice. The most,2020-03-24 00:36:56
168,"Information and developments from the German Federal Ministry of Health on the ... As a result, the authorities have imposed drastic restrictions on ... and the attendance of events with crowds of people should be avoided.",startpage,[9],https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,2020-03-18 00:00:00,0.1111111111111111,Coronavirus Disease (COVID-19) | Current Status | FAQ,https://www.bundesgesundheitsministerium.de/en/press/2020/coronavirus.html,people+restrictions,germany+people+restrictions,groups,germany,"Information and developments from the German Federal Ministry of Health on the As a result, the authorities have imposed drastic restrictions on and the attendance of events with crowds of people should be avoided.",2020-03-18 00:00:00
169,"In Germany, access to guns is controlled by the German Weapons Act (German: Waffengesetz) ... However, possession of guns and weapons was not generally restricted, but regulations about carrying arms in public came into use. ... in order to crush down on perceived Prussian militarism of the German people in general.",startpage,[10],https://en.wikipedia.org/wiki/Gun_control_in_Germany,,0.1,Gun control in Germany - Wikipedia,https://en.wikipedia.org/wiki/Gun_control_in_Germany,people+restrictions,germany+people+restrictions,groups,germany,"In Germany, access to guns is controlled by the German Weapons Act (German: Waffengesetz) However, possession of guns and weapons was not generally restricted, but regulations about carrying arms in public came into use. in order to crush down on perceived Prussian militarism of the German people in general.",
170,3 days ago ...,startpage,[1],https://www.bbc.com/news/world-europe-51999080,,1.0,Germany bans groups of more than two to curb virus,https://www.bbc.com/news/world-europe-51999080,groups+restrictions,germany+groups+restrictions,groups,germany,2020-03-23,2020-03-23 00:00:00
171,Coronavirus: Germany bans groups of more than two people. German Chancellor Angela Merkel announced on Sunday a nine-point plan to be ...,startpage,[2],https://www.dw.com/en/what-are-germany[...]rus-social-distancing-rules/a-52881742,2020-03-23 00:36:58,0.5,What are Germany's new coronavirus social distancing rules? | DW ...,https://www.dw.com/en/what-are-germanys-new-coronavirus-social-distancing-rules/a-52881742,groups+restrictions,germany+groups+restrictions,groups,germany,Coronavirus: Germany bans groups of more than two people. German Chancellor Angela Merkel announced on Sunday a nine-point plan to be,2020-03-23 00:36:58
172,"Germany's federal and state governments have agreed to further ... don't live with them, but groups of three or more are forbidden unless you're ...",startpage,[3],https://www.spiegel.de/international/g[...]a-fe5a067b-ee7a-4521-9940-edfa637f90de,2020-03-24 00:36:58,0.3333333333333333,Can I Still Go Outside?: An Overview of the Updated Restrictions on ...,https://www.spiegel.de/international/germany/germany-imposes-tougher-restrictions-on-public-life-a-fe5a067b-ee7a-4521-9940-edfa637f90de,groups+restrictions,germany+groups+restrictions,groups,germany,"Germany's federal and state governments have agreed to further don't live with them, but groups of three or more are forbidden unless you're",2020-03-24 00:36:58
173,"In addition to European regulations, some German restrictions and ... für das Grundwasser) established by LAWA (Working Group of the German Länder on ...",startpage,[4],https://ec.europa.eu/growth/tools-databases/cp-ds/germany_en,,0.25,"Germany's General Information | Internal Market, Industry ...",https://ec.europa.eu/growth/tools-databases/cp-ds/germany_en,groups+restrictions,germany+groups+restrictions,groups,germany,"In addition to European regulations, some German restrictions and für das Grundwasser) established by LAWA (Working Group of the German Länder on",
